k	rt_srk	rt_esrk	rt_hb_double_inexact	rt_hb_opt_beta	rt_hb_beta_0.1	rt_hb_beta_0.2	rt_hb_beta_0.3	rt_hb_beta_0.4	rt_hb_beta_0.5	rt_hb_beta_0.6	res_srk	res_esrk	res_hb_double_inexact	res_hb_opt_beta	res_hb_beta_0.1	res_hb_beta_0.2	res_hb_beta_0.3	res_hb_beta_0.4	res_hb_beta_0.5	res_hb_beta_0.6
101	0.001477883	0.006123093	0.002057758	0.003324348	0.001999842	0.001749833	0.001561735	0.001305355	0.001362229	0.001445747	0.890354204051544	0.813532676563857	0.800650965590079	0.800567990435362	0.882779369492403	0.880199177693418	0.879412745178074	0.879528282631546	0.882637870493778	0.886858433738196
111	0.001557365	0.006270534	0.002191771	0.003436435	0.002132039	0.001862551	0.00166575	0.001410105	0.001467352	0.001551955	0.890354204051544	0.801286953994871	0.795597432187469	0.78812084994304	0.882779369492403	0.877502883336396	0.87119899159145	0.86576491114262	0.864693412552334	0.872087355227165
121	0.001642144	0.006494282	0.002343144	0.003615581	0.002255829	0.001969673	0.001764102	0.001511574	0.001571551	0.00165667	0.890354204051544	0.778972119823544	0.764293296549159	0.764169833821976	0.882629269725935	0.876108378766444	0.86625116271326	0.852383949180336	0.832970433988338	0.800043824765851
131	0.001772226	0.006751452	0.002559341	0.004040931	0.002436946	0.002108696	0.001945118	0.001660526	0.00170346	0.001792334	0.821941950407899	0.782216176151948	0.756989796044854	0.748567641901371	0.821055882042278	0.825651485414099	0.830834365899941	0.834283795099735	0.829991783539538	0.802260076109992
141	0.001857345	0.006964078	0.002693845	0.004268359	0.002576476	0.002212034	0.002041083	0.001778757	0.001826825	0.001897778	0.819960533885361	0.7632881821651	0.740160035000316	0.728894795154401	0.816846150917726	0.818366720034053	0.820352877113417	0.822233492065383	0.820326053326665	0.796813830483842
151	0.001932871	0.007135834	0.002825928	0.004374621	0.002694305	0.002308278	0.002134141	0.001873506	0.001920291	0.001994205	0.819960533885361	0.748915972950833	0.724612170451242	0.713830447593241	0.816826493359757	0.818215363271599	0.819807564089644	0.819462905785728	0.81183247745427	0.785291661590129
161	0.002024839	0.007273407	0.002993475	0.004609966	0.002820576	0.002427246	0.002242904	0.001995586	0.002023248	0.002128426	0.815793427018041	0.722865509731428	0.702691882095826	0.697566197059625	0.809416961475702	0.806118301418398	0.801518663216117	0.791438758205805	0.779684466741795	0.769676113041431
171	0.002147826	0.007685203	0.00320452	0.004887719	0.00303922	0.002627881	0.002472663	0.002206268	0.00226725	0.002268686	0.815793427018041	0.722428162271918	0.698851411079648	0.69705613057424	0.809350115816016	0.805734596342026	0.80069677775164	0.790421833421558	0.779617512122238	0.76969503386006
181	0.002291852	0.00788664	0.00339821	0.00515143	0.003363585	0.002821172	0.002651695	0.002343615	0.002471139	0.002476489	0.815793427018041	0.720703774910531	0.700587572301807	0.695826022395463	0.809349470954005	0.805720497088329	0.800629474654491	0.790271288039853	0.779617472249749	0.769695149582326
191	0.002390929	0.00827961	0.003552803	0.005452073	0.003594242	0.00296825	0.002816088	0.002502669	0.002584677	0.00258529	0.804166848659375	0.718776711717999	0.696573278366377	0.693789827164252	0.793171114737422	0.789314492040591	0.788760249602585	0.784323602637173	0.778990554533254	0.76913231807744
201	0.002510409	0.0085126	0.003754302	0.005765962	0.003721418	0.003082531	0.002936299	0.002594121	0.002674014	0.002674509	0.788031321932318	0.700971859435899	0.684319747678964	0.683868386645283	0.781554624943964	0.782398753725646	0.7859596322251	0.784075353732598	0.77899040137833	0.768404028108961
211	0.002595233	0.00883511	0.003934112	0.00603418	0.003879155	0.003228292	0.003035326	0.002688799	0.00276669	0.002766004	0.769168081210383	0.550147663047593	0.553177849230706	0.549439084791354	0.7512733428328	0.73461690553864	0.718224530593551	0.695349804499303	0.681128452700971	0.701688120944278
221	0.002667176	0.009065491	0.004074742	0.006249044	0.003990743	0.003333926	0.00313388	0.002781337	0.0028588	0.002858554	0.769168081210383	0.550147663047593	0.552952260094703	0.549439084791354	0.749959042934953	0.729296795373787	0.706450639858757	0.675937961343953	0.659101486305123	0.688109253803824
231	0.002730092	0.009084968	0.004180932	0.006335375	0.004085884	0.003422759	0.003221092	0.00286882	0.002945361	0.002945841	0.769168081210383	0.550147663047593	0.55295065748568	0.549439084791354	0.749959042934822	0.729296794843071	0.706450576073924	0.675936401256036	0.659096622431082	0.688447056486468
